departure_airport,arrival_airport,departure_datetime,arrival_datetime,flight_number
JFK,RSW,2025-07-13 11:59:00,2025-07-13 15:06:00,B61529
MCO,ALB,2025-07-13 12:00:00,2025-07-13 14:48:00,B62828
SJU,FLL,2025-07-13 12:00:00,2025-07-13 14:41:00,B61454
DCA,PBI,2025-07-13 12:00:00,2025-07-13 14:30:00,B62433
MCO,BOS,2025-07-13 12:00:00,2025-07-13 14:58:00,B6552
RDU,BOS,2025-07-13 12:00:00,2025-07-13 13:59:00,B6484
JFK,LAX,2025-07-13 12:00:00,2025-07-13 20:59:00,B6523
BOS,ATL,2025-07-13 12:05:00,2025-07-13 14:53:00,B61097
BNA,BOS,2025-07-13 12:10:00,2025-07-13 13:44:00,B6806
BOS,TPA,2025-07-13 12:14:00,2025-07-13 15:29:00,B6791
BOS,BNA,2025-07-13 12:15:00,2025-07-13 16:03:00,B61807
RDU,JFK,2025-07-13 12:19:00,2025-07-13 13:58:00,B62786
BOS,PBI,2025-07-13 12:20:00,2025-07-13 15:32:00,B621
BOS,DCA,2025-07-13 12:22:00,2025-07-13 13:59:00,B62355
JFK,MVY,2025-07-13 12:25:00,2025-07-13 13:38:00,B61338
JFK,ORD,2025-07-13 12:29:00,2025-07-13 16:18:00,B6905
CHS,FLL,2025-07-13 12:30:00,2025-07-13 14:09:00,B61131
JFK,LAS,2025-07-13 12:30:00,2025-07-13 21:07:00,B6511
TPA,JFK,2025-07-13 12:32:00,2025-07-13 15:20:00,B61686
BOS,ACK,2025-07-13 12:35:00,2025-07-13 13:29:00,B62352
BQN,JFK,2025-07-13 12:40:00,2025-07-13 16:34:00,B62638
BUF,JFK,2025-07-13 12:45:00,2025-07-13 14:09:00,B61901
MCO,ORH,2025-07-13 12:45:00,2025-07-13 15:39:00,B6488
FLL,LGA,2025-07-13 12:45:00,2025-07-13 15:37:00,B6172
LGA,PBI,2025-07-13 12:45:00,2025-07-13 15:39:00,B61461
HPN,MCO,2025-07-13 12:45:00,2025-07-13 15:28:00,B62695
EWR,MCO,2025-07-13 12:45:00,2025-07-13 15:35:00,B6127
RSW,EWR,2025-07-13 12:48:00,2025-07-13 15:39:00,B61912
JAX,BOS,2025-07-13 12:55:00,2025-07-13 15:35:00,B61310
BOS,CHS,2025-07-13 12:55:00,2025-07-13 15:24:00,B6267
SAV,JFK,2025-07-13 12:55:00,2025-07-13 15:00:00,B6142
MCO,RIC,2025-07-13 12:55:00,2025-07-13 15:00:00,B6670
PIT,BOS,2025-07-13 13:00:00,2025-07-13 14:39:00,B61286
FLL,LAX,2025-07-13 13:05:00,2025-07-13 21:26:00,B62801
BOS,SAV,2025-07-13 13:05:00,2025-07-13 15:40:00,B6249
MCO,JFK,2025-07-13 13:09:00,2025-07-13 15:49:00,B62584
DCA,FLL,2025-07-13 13:10:00,2025-07-13 15:48:00,B6579
BOS,SJU,2025-07-13 13:10:00,2025-07-13 17:15:00,B61235
BOS,PIT,2025-07-13 13:11:00,2025-07-13 14:58:00,B6385
JFK,LAX,2025-07-13 13:14:00,2025-07-13 22:10:00,B61123
MCO,ISP,2025-07-13 13:15:00,2025-07-13 15:56:00,B6546
TPA,BOS,2025-07-13 13:15:00,2025-07-13 16:24:00,B6892
PHL,BOS,2025-07-13 13:15:00,2025-07-13 14:40:00,B61160
MVY,BOS,2025-07-13 13:16:00,2025-07-13 14:05:00,B61225
JFK,BUF,2025-07-13 13:25:00,2025-07-13 14:56:00,B62902
DCA,BOS,2025-07-13 13:30:00,2025-07-13 15:05:00,B6554
JFK,ACK,2025-07-13 13:35:00,2025-07-13 14:53:00,B62091
SJU,JFK,2025-07-13 13:35:00,2025-07-13 17:30:00,B6904
EWR,TPA,2025-07-13 13:39:00,2025-07-13 16:29:00,B62273
ACK,DCA,2025-07-13 13:40:00,2025-07-13 15:18:00,B62493
ORD,BOS,2025-07-13 13:40:00,2025-07-13 15:04:00,B6312
SJU,RDU,2025-07-13 13:40:00,2025-07-13 17:20:00,B6404
JFK,TPA,2025-07-13 13:45:00,2025-07-13 16:41:00,B6225
RSW,HPN,2025-07-13 13:46:00,2025-07-13 16:44:00,B61552
ALB,FLL,2025-07-13 13:48:00,2025-07-13 16:59:00,B61925
BOS,LAX,2025-07-13 13:50:00,2025-07-13 23:04:00,B61487
MCO,SJU,2025-07-13 13:50:00,2025-07-13 16:51:00,B6133
LGA,MCO,2025-07-13 13:50:00,2025-07-13 16:40:00,B6499
BUF,BOS,2025-07-13 13:54:00,2025-07-13 15:20:00,B61296
HPN,PBI,2025-07-13 13:55:00,2025-07-13 16:46:00,B61167
SYR,MCO,2025-07-13 14:00:00,2025-07-13 16:56:00,B6655
EWR,PBI,2025-07-13 14:00:00,2025-07-13 16:55:00,B62143
JFK,BOS,2025-07-13 14:00:00,2025-07-13 15:17:00,B6418
CHS,JFK,2025-07-13 14:00:00,2025-07-13 15:59:00,B62474
JFK,JAX,2025-07-13 14:00:00,2025-07-13 16:29:00,B6678
FLL,JFK,2025-07-13 14:04:00,2025-07-13 17:00:00,B61902
PBI,PVD,2025-07-13 14:04:00,2025-07-13 16:57:00,B61288
FLL,LGA,2025-07-13 14:12:00,2025-07-13 17:07:00,B6272
RSW,BOS,2025-07-13 14:13:00,2025-07-13 17:23:00,B6266
PBI,JFK,2025-07-13 14:14:00,2025-07-13 16:59:00,B61054
ACK,LGA,2025-07-13 14:15:00,2025-07-13 15:30:00,B6831
BOS,JFK,2025-07-13 14:15:00,2025-07-13 15:32:00,B61017
BOS,DCA,2025-07-13 14:15:00,2025-07-13 15:54:00,B61055
JFK,SJU,2025-07-13 14:20:00,2025-07-13 18:17:00,B6503
MCO,BQN,2025-07-13 14:20:00,2025-07-13 17:09:00,B6730
MVY,JFK,2025-07-13 14:24:00,2025-07-13 15:30:00,B61339
DTW,BOS,2025-07-13 14:25:00,2025-07-13 16:14:00,B61336
SJU,EWR,2025-07-13 14:25:00,2025-07-13 18:34:00,B61890
BOS,BUF,2025-07-13 14:30:00,2025-07-13 16:03:00,B61215
ATL,JFK,2025-07-13 14:36:00,2025-07-13 16:58:00,B61520
BOS,MCO,2025-07-13 14:40:00,2025-07-13 17:51:00,B62051
MCO,HPN,2025-07-13 14:40:00,2025-07-13 17:29:00,B6194
PHL,FLL,2025-07-13 14:42:00,2025-07-13 17:33:00,B6429
DCA,BOS,2025-07-13 14:45:00,2025-07-13 16:15:00,B62454
DCA,MCO,2025-07-13 14:45:00,2025-07-13 17:04:00,B61923
BOS,RIC,2025-07-13 14:49:00,2025-07-13 16:37:00,B61281
PVD,FLL,2025-07-13 14:50:00,2025-07-13 17:55:00,B6597
SJU,MCO,2025-07-13 14:50:00,2025-07-13 17:55:00,B6934
MCO,EWR,2025-07-13 14:55:00,2025-07-13 17:40:00,B62028
JFK,PWM,2025-07-13 15:00:00,2025-07-13 16:23:00,B6508
LAX,BOS,2025-07-13 15:00:00,2025-07-13 17:47:00,B6888
MCO,BOS,2025-07-13 15:00:00,2025-07-13 18:05:00,B6352
BOS,SJU,2025-07-13 15:00:00,2025-07-13 19:04:00,B6261
JFK,MCO,2025-07-13 15:00:00,2025-07-13 17:52:00,B683
MCO,MHT,2025-07-13 15:00:00,2025-07-13 18:00:00,B61144
FLL,ORH,2025-07-13 15:05:00,2025-07-13 18:03:00,B62020
MCO,JFK,2025-07-13 15:09:00,2025-07-13 17:59:00,B6184
JFK,LAX,2025-07-13 15:10:00,2025-07-14 00:10:00,B6423
FLL,SJU,2025-07-13 15:15:00,2025-07-13 17:57:00,B61553
BOS,FLL,2025-07-13 15:25:00,2025-07-13 18:49:00,B62469
PBI,DCA,2025-07-13 15:25:00,2025-07-13 17:48:00,B62334
MCO,LGA,2025-07-13 15:25:00,2025-07-13 18:05:00,B6698
PBI,ISP,2025-07-13 15:30:00,2025-07-13 18:13:00,B6544
MCO,PVD,2025-07-13 15:30:00,2025-07-13 18:21:00,B61075
BOS,ACK,2025-07-13 15:32:00,2025-07-13 16:25:00,B61352
ALB,MCO,2025-07-13 15:33:00,2025-07-13 18:39:00,B62827
ISP,FLL,2025-07-13 15:35:00,2025-07-13 18:31:00,B6513
BUF,JFK,2025-07-13 15:43:00,2025-07-13 17:14:00,B62901
PIT,BOS,2025-07-13 15:43:00,2025-07-13 17:22:00,B6386
FLL,BOS,2025-07-13 15:45:00,2025-07-13 19:04:00,B670
SJU,STX,2025-07-13 15:46:00,2025-07-13 16:26:00,B62940
ATL,BOS,2025-07-13 15:48:00,2025-07-13 18:24:00,B6896
ACK,JFK,2025-07-13 15:50:00,2025-07-13 17:00:00,B692
SJU,STT,2025-07-13 15:50:00,2025-07-13 16:28:00,B6936
TPA,LGA,2025-07-13 15:52:00,2025-07-13 18:30:00,B648
SJU,BOS,2025-07-13 15:55:00,2025-07-13 20:03:00,B6862
RIC,MCO,2025-07-13 15:55:00,2025-07-13 18:00:00,B6969
JFK,FLL,2025-07-13 16:00:00,2025-07-13 19:10:00,B6501
HPN,RSW,2025-07-13 16:00:00,2025-07-13 18:59:00,B61251
DCA,MVY,2025-07-13 16:05:00,2025-07-13 17:28:00,B61414
RSW,JFK,2025-07-13 16:08:00,2025-07-13 19:00:00,B61530
LGA,ACK,2025-07-13 16:10:00,2025-07-13 17:23:00,B62432
LAX,JFK,2025-07-13 16:10:00,2025-07-13 18:49:00,B6124
CHS,BOS,2025-07-13 16:19:00,2025-07-13 18:41:00,B668
BOS,DCA,2025-07-13 16:20:00,2025-07-13 18:03:00,B6855
TPA,BOS,2025-07-13 16:24:00,2025-07-13 19:34:00,B6592
EWR,FLL,2025-07-13 16:29:00,2025-07-13 19:25:00,B6105
JFK,ACK,2025-07-13 16:30:00,2025-07-13 17:53:00,B62291
LGA,FLL,2025-07-13 16:30:00,2025-07-13 19:36:00,B61371
JFK,BNA,2025-07-13 16:30:00,2025-07-13 19:57:00,B61173
MCO,EWR,2025-07-13 16:30:00,2025-07-13 19:17:00,B6128
ORH,MCO,2025-07-13 16:34:00,2025-07-13 19:40:00,B6487
SAV,BOS,2025-07-13 16:35:00,2025-07-13 18:59:00,B6150
FLL,DCA,2025-07-13 16:40:00,2025-07-13 19:12:00,B61680
BOS,SJU,2025-07-13 16:40:00,2025-07-13 20:44:00,B6761
PBI,BOS,2025-07-13 16:42:00,2025-07-13 20:00:00,B622
DCA,BOS,2025-07-13 16:44:00,2025-07-13 18:20:00,B61254
BNA,BOS,2025-07-13 16:48:00,2025-07-13 18:25:00,B61806
BOS,MCO,2025-07-13 16:50:00,2025-07-13 20:10:00,B62251
SJU,JFK,2025-07-13 16:50:00,2025-07-13 20:49:00,B61604
MCO,JFK,2025-07-13 16:50:00,2025-07-13 19:39:00,B61084
JFK,ATL,2025-07-13 16:50:00,2025-07-13 19:29:00,B6419
ISP,MCO,2025-07-13 16:51:00,2025-07-13 19:34:00,B6547
MCO,ALB,2025-07-13 16:52:00,2025-07-13 19:49:00,B6119
BUF,BOS,2025-07-13 16:55:00,2025-07-13 18:25:00,B61216
BOS,JFK,2025-07-13 16:59:00,2025-07-13 18:15:00,B6817
LAX,FLL,2025-07-13 17:00:00,2025-07-13 19:23:00,B61700
FLL,SJU,2025-07-13 17:00:00,2025-07-13 19:43:00,B6553
ORD,JFK,2025-07-13 17:06:00,2025-07-13 18:30:00,B6906
ACK,HPN,2025-07-13 17:10:00,2025-07-13 18:14:00,B62665
MCO,SYR,2025-07-13 17:10:00,2025-07-13 20:00:00,B62656
BOS,PBI,2025-07-13 17:10:00,2025-07-13 20:29:00,B62321
LAX,EWR,2025-07-13 17:10:00,2025-07-13 19:40:00,B62074
JFK,TPA,2025-07-13 17:15:00,2025-07-13 20:25:00,B61685
PWM,JFK,2025-07-13 17:19:00,2025-07-13 18:45:00,B6407
SJU,FLL,2025-07-13 17:20:00,2025-07-13 20:01:00,B61754
STX,SJU,2025-07-13 17:23:00,2025-07-13 18:10:00,B62941
STT,SJU,2025-07-13 17:23:00,2025-07-13 18:10:00,B6435
TPA,PVD,2025-07-13 17:24:00,2025-07-13 20:21:00,B61690
JAX,JFK,2025-07-13 17:24:00,2025-07-13 19:44:00,B6677
JFK,FLL,2025-07-13 17:29:00,2025-07-13 20:46:00,B61501
LAX,BOS,2025-07-13 17:30:00,2025-07-13 20:20:00,B6288
RIC,BOS,2025-07-13 17:32:00,2025-07-13 19:10:00,B61282
BOS,RDU,2025-07-13 17:35:00,2025-07-13 19:40:00,B62283
MCO,DCA,2025-07-13 17:35:00,2025-07-13 19:55:00,B62324
TPA,JFK,2025-07-13 17:39:00,2025-07-13 20:29:00,B6226
HPN,MCO,2025-07-13 17:40:00,2025-07-13 20:30:00,B6595
BOS,ORD,2025-07-13 17:45:00,2025-07-13 21:41:00,B6811
JFK,BOS,2025-07-13 17:45:00,2025-07-13 19:13:00,B6318
JFK,MVY,2025-07-13 17:45:00,2025-07-13 19:01:00,B61538
PBI,HPN,2025-07-13 17:50:00,2025-07-13 20:49:00,B61168
BOS,SAV,2025-07-13 17:50:00,2025-07-13 20:30:00,B6349
BOS,RSW,2025-07-13 17:55:00,2025-07-13 21:27:00,B62065
SJU,JFK,2025-07-13 17:55:00,2025-07-13 21:55:00,B61004
JFK,RDU,2025-07-13 17:55:00,2025-07-13 19:48:00,B6285
LGA,MCO,2025-07-13 17:57:00,2025-07-13 20:58:00,B6399
MCO,BUF,2025-07-13 17:59:00,2025-07-13 20:42:00,B61586
JFK,MCO,2025-07-13 17:59:00,2025-07-13 21:05:00,B6883
MCO,SJU,2025-07-13 18:00:00,2025-07-13 21:00:00,B61133
PVD,PBI,2025-07-13 18:02:00,2025-07-13 21:11:00,B61287
ACK,BOS,2025-07-13 18:08:00,2025-07-13 19:05:00,B61151
BOS,PHL,2025-07-13 18:10:00,2025-07-13 19:45:00,B62459
JFK,PBI,2025-07-13 18:15:00,2025-07-13 21:21:00,B653
RDU,SJU,2025-07-13 18:15:00,2025-07-13 21:55:00,B61903
BQN,MCO,2025-07-13 18:15:00,2025-07-13 21:09:00,B6229
BOS,PIT,2025-07-13 18:17:00,2025-07-13 20:09:00,B61785
SJU,BOS,2025-07-13 18:25:00,2025-07-13 22:35:00,B61226
MVY,DCA,2025-07-13 18:26:00,2025-07-13 20:00:00,B61413
PBI,DCA,2025-07-13 18:30:00,2025-07-13 21:00:00,B624
JFK,SJU,2025-07-13 18:30:00,2025-07-13 22:35:00,B6803
EWR,TPA,2025-07-13 18:38:00,2025-07-13 21:40:00,B6873
LAX,JFK,2025-07-13 18:40:00,2025-07-13 21:23:00,B6524
JFK,CHS,2025-07-13 18:44:00,2025-07-13 21:04:00,B62473
DCA,BOS,2025-07-13 18:45:00,2025-07-13 20:20:00,B61354
FLL,PVD,2025-07-13 18:47:00,2025-07-13 21:52:00,B61196
LGA,FLL,2025-07-13 18:55:00,2025-07-13 22:07:00,B6471
FLL,JFK,2025-07-13 18:55:00,2025-07-13 21:59:00,B61002
MCO,BOS,2025-07-13 18:55:00,2025-07-13 22:05:00,B62052
HPN,ACK,2025-07-13 18:59:00,2025-07-13 20:07:00,B62666
ORH,FLL,2025-07-13 18:59:00,2025-07-13 22:21:00,B62119
MCO,LGA,2025-07-13 18:59:00,2025-07-13 21:48:00,B61098
DCA,ACK,2025-07-13 19:00:00,2025-07-13 20:26:00,B62494
BOS,TPA,2025-07-13 19:00:00,2025-07-13 22:34:00,B6391
BOS,BUF,2025-07-13 19:05:00,2025-07-13 20:44:00,B61115
HPN,MCO,2025-07-13 19:05:00,2025-07-13 21:59:00,B6495
MHT,MCO,2025-07-13 19:05:00,2025-07-13 22:23:00,B61143
LAS,JFK,2025-07-13 19:10:00,2025-07-13 21:29:00,B6448
BOS,DCA,2025-07-13 19:15:00,2025-07-13 21:05:00,B61355
ACK,JFK,2025-07-13 19:18:00,2025-07-13 20:29:00,B6192
BOS,BNA,2025-07-13 19:19:00,2025-07-13 23:22:00,B6507
ISP,PBI,2025-07-13 19:20:00,2025-07-13 22:10:00,B6545
BOS,MCO,2025-07-13 19:20:00,2025-07-13 22:49:00,B6451
FLL,PHL,2025-07-13 19:28:00,2025-07-13 22:25:00,B62022
JFK,BOS,2025-07-13 19:30:00,2025-07-13 20:59:00,B6618
LAX,JFK,2025-07-13 19:30:00,2025-07-13 22:15:00,B6424
LGA,MCO,2025-07-13 19:30:00,2025-07-13 22:37:00,B6699
JFK,SAV,2025-07-13 19:31:00,2025-07-13 22:02:00,B6341
MCO,HPN,2025-07-13 19:34:00,2025-07-13 22:29:00,B61694
BOS,DTW,2025-07-13 19:36:00,2025-07-13 21:52:00,B61237
SJU,TPA,2025-07-13 19:43:00,2025-07-13 22:44:00,B61752
PVD,TPA,2025-07-13 19:45:00,2025-07-13 22:56:00,B61689
FLL,DCA,2025-07-13 19:45:00,2025-07-13 22:17:00,B61880
EWR,SJU,2025-07-13 19:45:00,2025-07-12 23:46:00,B61289
SJU,MCO,2025-07-13 19:45:00,2025-07-13 22:50:00,B62134
BOS,PIT,2025-07-13 19:50:00,2025-07-13 21:49:00,B62185
BOS,JAX,2025-07-13 19:50:00,2025-07-13 22:52:00,B6509
LAX,EWR,2025-07-13 19:50:00,2025-07-13 22:20:00,B61874
BOS,ATL,2025-07-13 19:56:00,2025-07-13 22:59:00,B61317
MVY,JFK,2025-07-13 19:57:00,2025-07-13 21:05:00,B61539
BOS,RDU,2025-07-13 19:59:00,2025-07-13 22:10:00,B62783
JFK,LAX,2025-07-13 19:59:00,2025-07-13 05:18:00,B61523
JFK,RSW,2025-07-13 19:59:00,2025-07-12 23:21:00,B62129
RSW,HPN,2025-07-13 20:00:00,2025-07-12 23:01:00,B61252
MCO,EWR,2025-07-13 20:02:00,2025-07-13 00:00:00,B61728
LAX,FLL,2025-07-13 20:03:00,2025-07-13 22:26:00,B6100
BOS,JFK,2025-07-13 20:05:00,2025-07-13 21:30:00,B61417
EWR,MCO,2025-07-13 20:07:00,2025-07-12 23:47:00,B61727
DCA,FLL,2025-07-13 20:10:00,2025-07-13 22:52:00,B61579
BOS,SYR,2025-07-13 20:14:00,2025-07-13 21:38:00,B6845
JFK,BUF,2025-07-13 20:15:00,2025-07-13 22:00:00,B61202
FLL,LGA,2025-07-13 20:15:00,2025-07-12 23:09:00,B6472
BOS,CHS,2025-07-13 20:15:00,2025-07-13 22:50:00,B62467
BOS,LAS,2025-07-13 20:20:00,2025-07-13 05:11:00,B6777
FLL,BOS,2025-07-13 20:26:00,2025-07-12 23:46:00,B6170
LAS,FLL,2025-07-13 20:27:00,2025-07-13 22:35:00,B61708
FLL,JFK,2025-07-13 20:28:00,2025-07-12 23:30:00,B61802
BOS,FLL,2025-07-13 20:29:00,2025-07-13 00:00:00,B669
JFK,MCO,2025-07-13 20:29:00,2025-07-12 23:40:00,B6483
MCO,BOS,2025-07-13 20:30:00,2025-07-12 23:34:00,B61152
ATL,JFK,2025-07-13 20:30:00,2025-07-13 22:59:00,B6520
RDU,BOS,2025-07-13 20:35:00,2025-07-13 22:40:00,B62184
MCO,RIC,2025-07-13 20:35:00,2025-07-13 22:40:00,B6770
SJU,HPN,2025-07-13 20:38:00,2025-07-13 00:30:00,B62602
PHL,BOS,2025-07-13 20:40:00,2025-07-13 22:14:00,B6560
LAX,BOS,2025-07-13 20:44:00,2025-07-12 23:05:00,B61388
MCO,SJU,2025-07-13 20:44:00,2025-07-12 23:50:00,B6433
FLL,LAX,2025-07-13 20:45:00,2025-07-13 05:10:00,B6101
LAS,BOS,2025-07-13 20:45:00,2025-07-12 23:39:00,B61178
DCA,BOS,2025-07-13 20:45:00,2025-07-13 22:26:00,B62954
RDU,JFK,2025-07-13 20:45:00,2025-07-13 22:30:00,B686
PBI,LGA,2025-07-13 20:46:00,2025-07-12 23:30:00,B61962
EWR,LAX,2025-07-13 20:50:00,2025-07-13 05:04:00,B61873
ALB,MCO,2025-07-13 20:52:00,2025-07-12 23:57:00,B6120
BNA,JFK,2025-07-13 20:52:00,2025-07-13 22:15:00,B61174
ACK,BOS,2025-07-13 20:55:00,2025-07-13 21:51:00,B61351
FLL,SJU,2025-07-13 20:55:00,2025-07-12 23:34:00,B61453
FLL,EWR,2025-07-13 20:56:00,2025-07-13 01:00:00,B6106
JFK,JAX,2025-07-13 20:59:00,2025-07-12 23:21:00,B61677
DCA,PBI,2025-07-13 21:00:00,2025-07-12 23:38:00,B623
PIT,BOS,2025-07-13 21:04:00,2025-07-13 22:48:00,B61786
SYR,MCO,2025-07-13 21:05:00,2025-07-13 00:01:00,B62655
SJU,JFK,2025-07-13 21:05:00,2025-07-13 00:59:00,B6304
MCO,JFK,2025-07-13 21:05:00,2025-07-13 00:01:00,B61284
SJU,DCA,2025-07-13 21:05:00,2025-07-13 00:59:00,B61348
BOS,DCA,2025-07-13 21:15:00,2025-07-12 23:03:00,B61955
PVD,MCO,2025-07-13 21:16:00,2025-07-13 00:17:00,B62876
LAX,JFK,2025-07-13 21:21:00,2025-07-13 00:00:00,B6324
FLL,DCA,2025-07-13 21:25:00,2025-07-12 23:59:00,B62080
BOS,ATL,2025-07-13 21:25:00,2025-07-13 00:28:00,B6697
ACK,HPN,2025-07-13 21:26:00,2025-07-13 22:30:00,B62122
BUF,BOS,2025-07-13 21:30:00,2025-07-13 22:59:00,B6516
JFK,MCO,2025-07-13 21:30:00,2025-07-13 00:41:00,B6283
BOS,LAX,2025-07-13 21:33:00,2025-07-13 06:59:00,B6187
MCO,DCA,2025-07-13 21:38:00,2025-07-12 23:59:00,B62424
PBI,BOS,2025-07-13 21:40:00,2025-07-13 00:13:00,B62322
TPA,LGA,2025-07-13 21:41:00,2025-07-13 00:33:00,B61248
BUF,LAX,2025-07-13 21:42:00,2025-07-13 05:56:00,B6491
JFK,TPA,2025-07-13 21:50:00,2025-07-13 01:05:00,B62725
JFK,PBI,2025-07-13 21:50:00,2025-07-13 00:56:00,B61053
SJU,BOS,2025-07-13 21:54:00,2025-07-13 01:59:00,B6462
SJU,FLL,2025-07-13 21:55:00,2025-07-13 00:34:00,B6992
HPN,PBI,2025-07-13 21:55:00,2025-07-13 00:49:00,B61567
DCA,MCO,2025-07-13 21:55:00,2025-07-13 00:19:00,B62523
MCO,LGA,2025-07-13 21:55:00,2025-07-13 00:55:00,B6798
TPA,EWR,2025-07-13 21:59:00,2025-07-13 01:00:00,B6874
FLL,JFK,2025-07-13 21:59:00,2025-07-13 00:29:00,B6602
CHS,JFK,2025-07-13 21:59:00,2025-07-13 00:05:00,B61274
JFK,LAX,2025-07-13 21:59:00,2025-07-13 07:19:00,B6823
FLL,BQN,2025-07-13 22:00:00,2025-07-13 00:33:00,B62071
MCO,JFK,2025-07-13 22:00:00,2025-07-13 00:54:00,B62984
PBI,HPN,2025-07-13 22:10:00,2025-07-13 01:03:00,B61468
MCO,PVD,2025-07-13 22:20:00,2025-07-13 01:19:00,B62875
JFK,BOS,2025-07-13 22:25:00,2025-07-12 23:36:00,B6818
FLL,BUF,2025-07-13 22:27:00,2025-07-13 01:30:00,B62466
TPA,HPN,2025-07-13 22:35:00,2025-07-13 01:32:00,B6548
RSW,BOS,2025-07-13 22:35:00,2025-07-13 01:50:00,B62066
LAX,FLL,2025-07-13 22:38:00,2025-07-13 01:00:00,B61200
BOS,BUF,2025-07-13 22:39:00,2025-07-13 00:14:00,B6715
PBI,JFK,2025-07-13 22:40:00,2025-07-13 02:00:00,B61154
PIT,BOS,2025-07-13 22:45:00,2025-07-13 00:28:00,B62186
PVD,FLL,2025-07-13 22:47:00,2025-07-13 01:59:00,B61197
DTW,BOS,2025-07-13 22:47:00,2025-07-13 00:41:00,B61136
LGA,FLL,2025-07-13 22:49:00,2025-07-13 01:50:00,B6571
JFK,LAS,2025-07-13 22:54:00,2025-07-13 07:49:00,B6711
BUF,JFK,2025-07-13 22:55:00,2025-07-13 00:29:00,B6201
BOS,TPA,2025-07-13 22:55:00,2025-07-13 00:22:00,B6591
FLL,HPN,2025-07-13 22:59:00,2025-07-13 02:00:00,B6914
SAV,JFK,2025-07-13 22:59:00,2025-07-13 01:09:00,B6342
SJU,PVD,2025-07-13 22:59:00,2025-07-13 02:51:00,B6526
JFK,ORD,2025-07-13 23:00:00,2025-07-14 02:58:00,B6405
FLL,EWR,2025-07-13 23:00:00,2025-07-14 02:00:00,B6706
EWR,PBI,2025-07-13 23:00:00,2025-07-14 02:05:00,B6143
JFK,BNA,2025-07-13 23:00:00,2025-07-14 02:47:00,B6473
RDU,BOS,2025-07-13 23:05:00,2025-07-14 01:08:00,B61484
PBI,EWR,2025-07-13 23:06:00,2025-07-14 02:00:00,B6144
JFK,PSE,2025-07-13 23:06:00,2025-07-14 03:19:00,B6745
MCO,JFK,2025-07-13 23:08:00,2025-07-14 02:02:00,B6884
FLL,BOS,2025-07-13 23:10:00,2025-07-14 02:29:00,B6470
BOS,PBI,2025-07-13 23:10:00,2025-07-14 02:23:00,B62421
DCA,FLL,2025-07-13 23:12:00,2025-07-14 01:49:00,B61979
FLL,LGA,2025-07-13 23:18:00,2025-07-14 02:14:00,B6572
SJU,FLL,2025-07-13 23:20:00,2025-07-14 01:59:00,B6954
PHL,FLL,2025-07-13 23:20:00,2025-07-14 02:17:00,B6217
TPA,BOS,2025-07-13 23:29:00,2025-07-14 02:39:00,B6392
JFK,RDU,2025-07-13 23:29:00,2025-07-14 01:28:00,B6185
FLL,ALB,2025-07-13 23:30:00,2025-07-14 02:37:00,B688
FLL,SJU,2025-07-13 23:30:00,2025-07-14 02:12:00,B61245
EWR,LAX,2025-07-13 23:30:00,2025-07-14 08:33:00,B62073
BOS,RSW,2025-07-13 23:35:00,2025-07-14 02:59:00,B6265
HPN,MCO,2025-07-13 23:35:00,2025-07-14 02:18:00,B6195
RIC,MCO,2025-07-13 23:35:00,2025-07-14 01:40:00,B6769
FLL,LAS,2025-07-13 23:36:00,2025-07-14 07:39:00,B6607
BOS,FLL,2025-07-13 23:40:00,2025-07-14 03:08:00,B6369
BOS,MCO,2025-07-13 23:40:00,2025-07-14 02:58:00,B6251
JFK,SJU,2025-07-13 23:40:00,2025-07-14 03:54:00,B6903
JFK,MCO,2025-07-13 23:40:00,2025-07-14 02:49:00,B62583
BOS,DTW,2025-07-13 23:43:00,2025-07-14 01:57:00,B61337
MCO,BOS,2025-07-13 23:45:00,2025-07-14 02:55:00,B61952
BOS,SJU,2025-07-13 23:45:00,2025-07-14 03:51:00,B6561
MCO,HPN,2025-07-13 23:45:00,2025-07-14 02:42:00,B61294
JAX,BOS,2025-07-13 23:49:00,2025-07-14 02:30:00,B6810
TPA,SJU,2025-07-13 23:50:00,2025-07-14 02:54:00,B61751
FLL,JFK,2025-07-13 23:50:00,2025-07-14 02:46:00,B62102
SJU,TPA,2025-07-13 23:55:00,2025-07-14 02:55:00,B62752
FLL,RIC,2025-07-13 23:55:00,2025-07-14 02:16:00,B61146
ATL,BOS,2025-07-13 23:55:00,2025-07-14 02:38:00,B61308
CHS,BOS,2025-07-13 23:55:00,2025-07-14 02:18:00,B62468
JFK,ATL,2025-07-13 23:55:00,2025-07-14 02:40:00,B6719
LGA,PBI,2025-07-13 23:59:00,2025-07-14 02:59:00,B61761
BOS,BNA,2025-07-13 23:59:00,2025-07-14 03:51:00,B6907
MCO,EWR,2025-07-13 23:59:00,2025-07-14 02:48:00,B62128
HPN,FLL,2025-07-14 00:00:00,2025-07-14 02:59:00,B6613
EWR,MCO,2025-07-14 00:00:00,2025-07-14 02:57:00,B61827
MCO,JFK,2025-07-14 00:05:00,2025-07-14 02:59:00,B6384
MCO,BQN,2025-07-14 00:05:00,2025-07-14 02:59:00,B6430
JFK,LAX,2025-07-14 00:10:00,2025-07-14 09:29:00,B61223
BNA,BOS,2025-07-14 00:17:00,2025-07-14 01:54:00,B6506
LAX,JFK,2025-07-14 00:18:00,2025-07-13 02:59:00,B6924
